sno,gmaps_place_id,gmaps_name,gmaps_formatted_address,gmaps_latitude,gmaps_longitude,gmaps_opening_hours_weekday_text,gmaps_website,gmaps_phone,gmaps_rating,gmaps_user_ratings_total,gmaps_editorial_summary,gmaps_url,gmaps_directions_url,gmaps_plus_code_global,gmaps_plus_code_compound,gmaps_addr_country,gmaps_addr_postal_code,gmaps_addr_postal_town,gmaps_addr_admin_area_level_1,gmaps_addr_admin_area_level_2,description_short,age_range,conditions_supported,specific_services,organization_type,status,last_verified
1012,292,"Dance- Finchley�
RAD Ballet",,51.6084215,-0.189196000000038,,https://en-gb.facebook.com/westleydance,07495 570226,,,,,,,,,N3 1NX,,,,"RAD Ballet classes that are fun, inspiring and inclusive to all abilities and levels of dance. Fully qualified teachers in a pupil centred environment.",,,,,,
1013,293,"Therapeutic choir-�Hackney�
 Inclusive Notes",,51.5358388,-0.0775320999999849,,https://inclusivenotes.com,,,,,,,,,,N1 5NU,,,,"Therapeutic choir for children aged 6-11 with additional needs.
Continued assessment will be in place in order to frame the achievement of therapeutic goals.",,,,,,
1014,294,Art- Haringey Hoffman Foundation Art Centre,,51.5990763,-0.116491099999962,,https://hoffmannfoundation.org.uk/art-centre,0208 881 8638,,,,,,,,,N22 7EX,,,,"Hoffmann Foundation for Autism is a registered charity now celebrating its sixtieth year of providing specialist services to adults with an Autism Spectrum Condition. We ensure that the people we support receive an individualised service, assisting them in living a life that is more meaningful to them.",,,,,,
1015,295,"Drama Therapy- Islington
Roundabout","Manor Gardens Centre,
6-9 Manor Gardens,
London N7 6LA",51.5612046,-0.120696500000008,,https://roundaboutdramatherapy.org.uk,020 7263 4076,,,,,,,,,N7 6LA,,,,"We offer our service to anyone who wishes to enhance their mental health and emotional well-being.
We use dramatherapy to provide psychological, educational and artistic benefits to a wide range of service users spanning all ages and a variety of needs.
We work with some of the most disadvantaged people in the community.",,,,,,
1016,296,"Horse Riding -Kensington and Chelsea
Wormwood Scrubs Pony Centre",,51.5195406,-0.231420999999955,,https://wormwoodscrubsponycentre.org/RIDING-FOR-THE-DISABLED.html,020 8740 0573,,,,,,,,,,,,,"Provides riding and other forms of equine therapy for children and young people with physical disabilities and learning difficulties.
Caters for children from local special needs schools.
Offers individual and group sessions on Saturdays.
Ponies can carry up to 9st in weight.",,,,,,
1017,297,Horse Riding -Kingston RDA Group,"38 Crescent Rd,
Kingston upon Thames KT2 7RG",51.4191497,-0.283094600000027,,https://kingstonridingcentre.com,,,,,,,,,,KT2 7RG,,,,"Riding centre offering activities for people.
Part of the Kingston RDA Group.",,,,,,
1018,298,"Horse Riding -Newham
Docklands Equestrian Centre","2 Clapsgate Lane,
Beckton,
London",51.5213146,0.0658749000000398,,,,,,,,,,,,E6 6JF,,,,"Children learn to ride, offering a sense of achievement.
Provides therapeutic interaction with horses.",,,,,,
1019,299,Shintaido Class - Reading,,51.4513323,-0.969022799999948,,,07803 085637.,,,,,,,,,,,,,"Improve non-verbal communication and physical co-ordination.
Classes on Wednesday evenings.",,,,,,
1020,300,"Horse Riding -Richmond upon Thames
Hampton Court Road","The Horse Rangers Association
Royal Mews
East Molesey
Surrey
KT8 9BW",51.4055879,-0.343630100000041,,,020 8979 4196,,,,,,,,,KT8 9BW,,,,"Activity which helps children increase muscle tone and develop posture.
Helps to have a calming effect for children.",,,,,,
1021,301,Knots Arts drama -Richmond,"All Saints Church Hall,
East Sheen Avenue,
London, SW14 8AT",51.4612763,-0.262742600000024,,https://knotsarts.com/drama-sessions,07947 212485,,,,,,,,,SW14 8AT,,,,"Drama sessions are for children with social communication difficulties to make new friends whilst having fun.
Drama sessions consist of games and activities designed to support the development of team working, processing and understanding and speech and language.
Each session begins with a sharing of news from our week, followed by drama games appropriate to the ability of the group and culminating in a drama activity such as story-telling, physical theatre or improvisation.",,,,,,
1022,302,"Drama Classes- Slough
Friendly Bombs Theatre Company
Burnham","Cornerstone, St. Peter�s Church,
Church Street,
Burnham SL1 7HX",51.533049,-0.659311500000058,,www.friendlybombs.co.uk,01753 547282,,,,,,,,,SL1 7HX,,,,Provides local learning disabled adults with a true sense of drama and theatre.,,,,,,
1023,303,"Dance/Arts- Southwark
Brockwell Lido Whippersnappers",Whippersnappers: inclusive fun,51.4547002,-0.108574399999952,,www.whippersnappers.org,0207 738 66 33,,,,,,,,,SE24 0PA,,,,"Weekly group specially designed play for children with additional needs. Advice about how to engage your child and encourage communication. For people in NE London, West Essex and Herts borders.",,,,,,
1024,304,"Drama Classes- Sutton 
Orange Frog Theatre Company","The Riverside Centre,
113 Culvers Avenue,
Carshalton. SM5 2JF",51.3701154,-0.164017699999931,,https://orangefrogtheatrecompany.co.uk,07768 960625,,,,,,,,,SM5 2JF,,,,"Theatre company aimed at children and young people on the autism spectrum.
Focus on making the performing arts accessible.",,,,,,
1025,305,"Horse Riding -Surrey
Horsley and Bookham RDA Group","High Gables
66 Eastwick Drive
Bookham
Leatherhead
KT23 3PS",51.2691073,-0.3873613,,https://horsleyandbookhamrda.co.uk,,,,,,,,,,KT23 3PS,,,,"Sessions are for people with horses.
Bookings essential.",,,,,,
1026,306,"Equine Therapy-�Surrey
 Time to shine Kids","Woolgars Farm
Blakes Lane
West Horsley, Surrey
United Kingdom
KT24 6EA",51.2554451,-0.463391099999967,,https://www.timetoshinekids.org,07949 862464,,,,,,,,,KT24 6EA,,,,"Therapeutic intervention with horses using the Eagala model to reduce stress and anxiety, increase confidence, self-esteem and emotional wellbeing.
Support for professionals and families dealing with difficult and challenging behaviour.
Support families to improve communication, relationships and build resilience.",,,,,,
1027,307,"Horse Riding-Surrey
Leatherhead","17 Culverhay
Ashtead
KT21 1PP",51.3205703,-0.305735899999945,,https://leatherheadrda.co.uk,0300 201 0037,,,,,,,,,KT21 1PP,,,,"Leatherhead RDA offers the chance for young children with a disability to learn to ride.
The children have learning difficulties and may also have physical disabilities and behavioural problems.
Both our Tuesday and Friday sessions are for children from Woodlands School.",,,,,,
1028,308,Miniature Railway -Surrey,,51.3833202,-0.332002200000034,,https://malden-dsme.co.uk/public/index.asp,,,,,,,,,,,,,,"Miniature railway for large and small scale trains.
Over 66 years running passenger trains.
For people who wish to visit and enjoy the atmosphere of the railway.",,,,,,
1029,309,Assistive music technology -Tower Hamlets,"Drake Music National Office
60 � 61 Old Nichol Street,
London,
E2 7HP",51.5248819,-0.0742668999999978,,https://drakemusic.org,020 7739 5444,,,,,,,,,E2 7HP,,,,"Drake Music is the leading national organisation working in music, disability and technology.
Specially designed methods of teaching, learning, writing and playing music.
Specialists in using technology to break down disabling barriers to making music.",,,,,,
1030,310,"Horse Riding -Thurrock
 Sugarloaf RDA","stables,
Grange Farm, Mollands Lane
South Ockendon,
Essex. RM15 6RT.",51.5141826,0.314839300000017,,,07936 031086,,,,,,,,,RM15 6RT,,,,"Provides opportunities for people with SEN and other disabilities to benefit through horse riding.
Enriches lives by encouraging confidence, core strength, coordination, and physical health.
Regular rides are available.",,,,,,
1031,311,"The Adult Autistic Choir-
Tower Hamlets",,51.5140597,-0.0764891000000034,,https://theautisticadultchoir.com,07495 725984,,,,,,,,,,,,,"Weekly group called The Adult Autistic Choir.
Singing.
Announcements, Vocal warm ups.
Singing.",,,,,,
1032,312,Dance/Drama-� Wandsworth,"108 Battersea High Street,
London, SW11 3HP",51.4724576,-0.173634200000038,,https://bakedbeancompany.com,020 8944 0024,,,,,,,,,SW11 3HP,,,,"The Baked Bean Company have been helping people with learning disabilities get more from their lives since 1997.
They're with you all the way.",,,,,,
1033,313,"Horse Riding - Westminster
Royal Mews 
Riding For The Disabled","Knightsbridge Barracks
Knightsbridge
London
SW7 1SE",51.5022677,-0.163264400000003,,,020 7937 9438,,,,,,,,,SW7 1SE,,,,"Provide riding opportunities for physically handicapped and disadvantaged children from 5 to 10 years old.
Adults classes held on Thursday evenings.",,,,,,
1034,314,Camp Jojo - Essex /Mersea,"We have a vision to support families of children with complex needs and disabilities to enjoy a totally accessible camping holiday, and make new friends who understand their situation.",51.7999101,0.995438599999943,,https://campjojo.org,,,,,,,,,,,,,,"Camp Jojo is a small charity which supports families of children with complex needs to enjoy a camping holiday together.
It provides all physical, emotional and practical support for families.
It supports families to enjoy a totally accessible camping holiday.",,,,,,
1035,315,Hackney Kids Adventure Playground,Children must be registered to attend.,51.569678,-0.054535,,https://kids.org.uk/hackney-adventure-playground1,,,,,,,,,,,,,,"Weekly group for disabled children and young people and their siblings aged between 5 and 19 years.
Children must be registered to attend.",,,,,,
1036,316,Somerford Grove Adventure Playground,Haringey Autism holds a number of Saturday morning sessions at Somerford Grove Adventure Playground in Tottenham spring to autumn.,51.553945,-0.072738,,https://haringeyautism.port5.com,020 8826 9700,,,,,,,,,,,,,Saturday morning sessions for people with autism take place spring to autumn.,,,,,,
1037,317,Disability Law Service,,51.4858185,-0.11632469999995,,,01707 656300,,,,,,,,,CB1 4BD,,,,"Weekly group for families with children needing support.
Provides play sessions for children with additional needs.
Offers advice and support for parents and carers.
Cost is �10 per session, cash only.",,,,,,
1038,318,Disability Rights UK,,51.5284112,-0.0879442000000381,,,,,,,,,,,,,,,,"Weekly group for people with additional needs and their families.
Specially designed play for children with additional needs.
Advice about how to engage your child and encourage communication.
�3 per family including refreshments. No diagnosis necessary.",,,,,,
1039,319,N16 SEN Hackney Parent Support Group,,51.5443601,-0.0688362,,,,,,,,,,,,,,,,"Monthly meet-up for SEN parents.
A comfortable, confidential place to share, rant and chat.
For other parents of kids with SEN.",,,,,,
1040,320,London -Jenny Berman AutismConsultancy,,51.5167967,-0.072309300000029,,www.facebook.com/JennyBermanConsultancy,,,,,,,,,,,,,,Specialty in Adult services.,,,,,,
1041,321,"Oxted Surrey - Social actvities for�
Autistic over 18�s",,51.2573236,-0.0059212,,,07521 409124,,,,,,,,,,,,,Monthly activity run by volunteers.,,,,,,
1042,322,ADHD Richmond,,51.4246405,-0.323221099999955,,www.adhdrichmond.org,07768600706,,,,,,,,,,,,,Monthly free talks and quarterly pub social evenings to support families concerned about ADHD.,,,,,,
1043,323,"Wandsworth -Sen Talk
Sensory Integration drop in sessions",,51.472017,-0.173595999999975,,https://sentalk.org,,,,,,,,,,,,,,Weekly drop in sessions for parents and children.,,,,,,
1044,324,"Wokingham REACH
Parent Carer Forum",,51.410457,-0.83386100000007,,https://reachwokingham.com,,,,,,,,,,,,,,"Support for families of children with disabilities/learning difficulties.
Empowers families to get the support and services needed.
To help children achieve positive life outcomes and reach their full potential.",,,,,,
1045,325,Sport -Alexandra Palace Football Group,,51.5941604,-0.13090729999999,,,020 8365 5159,,,,,,,,,,,,,"Weekly group for children with autism and Aspergers, ages 6-14, held at Alexandra Palace.
It is run by a football coaching group with help from the Spurs special needs coaching team.",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
