sno,gmaps_place_id,gmaps_name,gmaps_formatted_address,gmaps_latitude,gmaps_longitude,gmaps_opening_hours_weekday_text,gmaps_website,gmaps_phone,gmaps_rating,gmaps_user_ratings_total,gmaps_types,gmaps_business_status,gmaps_editorial_summary,gmaps_url,gmaps_directions_url,gmaps_plus_code_global,gmaps_plus_code_compound,gmaps_utc_offset_minutes,gmaps_photo_reference_1,gmaps_addr_country,gmaps_addr_postal_code,gmaps_addr_postal_town,gmaps_addr_admin_area_level_1,gmaps_addr_admin_area_level_2,postcode_norm,gmaps_postcode_norm,likely_match,description_short,Description,city,region,local_authority,service_area,age_range,conditions_supported,specific_services,physical_access,organization_type,status,last_verified,llm_error
982,262,Sport -Laburnum Boat Club/ Swimming,"Laburnum Street,
London,
E2 8BA",51.5355704,-0.0721361999999317,,www.laburnum.org.uk,020 7729 2915,,,,,,,,,,,,,E2 8BA,,,,,,,"Laburnum Boat Club offers a range of activities including sailing, swimming, kayaking and narrowboating.
-Activities for children and adults, including disabled specific sessions.
-Sessions for able-bodied and disabled children.
-Full disabled access and qualified coaches.","Address
Laburnum Boat Club
Laburnum Street,
London,
E2 8BA
Telephone Number
020 7729 2915
Email: laburnumboatclub@tiscali.co.uk
Websites
www.laburnum.org.uk
Sports Offered: Sailing, Swimming, The club runs a disabled specific after school club on Mondays and Thursdays 17.00-19.00pm.Activities undertaken include swimming, climbing and sailing. The club can also offer a pick up and drop off service to Hackney residence if transport is a problem for them.Sessions cost £1. The club also runs a youth club for able-bodied and disabled children.These sessions run on Tuesday and Wednesday 17.00-19.00pm and cost £1 and also on Saturday 11.00-16.00pm, this session costs £2. There are also sessions run for adults with mental health issues on Wednesdays 19.30-21.30pm. Activities undertaken include kayaking and narrowboating. These sessions cost £3. All the sessions are run by qualified coaches who are experienced in working with disabilities. The venue also has full disabled access.",,,,,,,,,,,,
983,263,"Sport- Lambeth 
Disability Sports Coach Club","Brixton Recreation Centre,
27 Brixton Station Road,
London, SW9 8QQ",51.4638198,-0.113125299999979,,http://disabilitysportscoach.co.uk/community-clubs/,,,,,,,,,,,,,,SW9 8QQ,,,,,,,"Weekly session at Brixton Recreation Centre. Popular sports include basketball, tennis and new age Kurling. Ideal time for young people to come to after school and is open to all.","The club’s young leaders play a big part in the delivery of the session and creating an inclusive setting. Popular sports include basketball, tennis and new age Kurling, but this is just a few sports delivered at the club.
We hope to offer gym experiences as part of the 2016-7 programme. Specialist golf, dance and cricket taster sessions will also feature.
Spread the clubs word, and come and join the fast growing Tuesday session.
Club Details
Tuesday
4.30 - 6.00pm
Venue:
Brixton Recreation Centre,
27 Brixton Station Road,
London, SW9 8QQ
Price:
£3
http://disabilitysportscoach.co.uk/community-clubs/, Club Lambeth takes place at the heart of disability sport in Lambeth. The session is an ideal time for young people to come to after school and also is open to all.",,,,,,,,,,,,
984,264,Cycling -Lewisham,"Sports Hall,
Ladywell Day Centre,
148 Dressington Avenue,
Lewisham SE4 1JF",51.4529073,-0.02389160000007,,http://www.wheelsforwellbeing.org.uk/,020 7346 8482,,,,,,,,,,,,,SE4 1JF,,,,,,,"Weekly group called Connect set up by Natasha of Dream Box Education. Natasha is an SEN teacher who now works directly with families in their homes.
-Specially designed play for children with additional needs.
-Advice about how to engage your child and encourage communication.
-For people in NE London, West Essex and Herts borders...","Sports Hall, Ladywell Day Centre (indoors)
Tuesday 10:3am – 12:30pm
http://www.wheelsforwellbeing.org.uk/
Our qualified instructors, supported by fantastic volunteers, help participants try our cycles or get comfortable on the one that suits them, and offer ongoing support.
On your first visit…
If you’ve not cycled with us before please arrive during the first half hour of the session to say hello and have an induction.
If you’re a group of five or more please let us know in advance the sorts of cycles you’d like to try so we make sure they’re available:
Phone 020 7346 8482
email: info@wheelsforwellbeing.org.uk
Please download and fill in the New-Cyclist-Registration-Form or Group-Registration-Form; this will save time at our reception desk when you arrive., Sports Hall, Ladywell Day Centre, 148 Dressington Avenue, Lewisham SE4 1JF",,,,,,,,,,,,
985,265,"Sport- Northwood
Aquarius Swimming Club
Merchant Taylors' School",,51.6358527,-0.424239599999964,,,01271890571,,,,,,,,,,,,,,,,,,,,"Swimming lessons available for children from 3 years of age through to teens.
Teachers in the water with beginners (Parents do not participate).
ASA Badge progression from Puffin through to the Gold & Honours Challenge Awards.
Swim fit sessions for advanced swimmers/teenagers.","Swimming lessons available for children from 3 years of age through to teens. Teachers in the water with beginners (Parents do not participate). ASA Badge progression from Puffin through to the Gold & Honours Challenge Awards. Swim fit sessions for advanced swimmers/teenagers. Club established over 30 years.
Small groups trained for special needs.
Lessons available Sunday mornings in Hatch End. Saturday afternoon in Northwood at Merchant Taylors School. Email aquariussc@aol.com for information and to check availability or call 01271890571., Aquarius Swimming Club",,,,,,,,,,,,
986,266,Cycling -Regent’s Park,"Queen Mary’s Yard,
Inner Circle,
Regent’s Park",51.52832,-0.150740400000018,,http://www.westeustonpartnership.co.uk/,020 7388 7932,,,,,,,,,,,,,NW1 4NR,,,,,,,"Ability Bikes sessions from 10.00 am to 1.00 pm every Saturday at Queen Mary’s Yard, Inner Circle, Regent’s Park.
Bikes must be booked prior by contacting West Euston Partnership.
Currently no charge for Camden residents.","Saturday 10:00am-1:00pm
London NW1 4NR, United Kingdom
http://www.westeustonpartnership.co.uk/
West Euston Partnership’s Ability Bikes sessions take place from 10.00 am to 1.00 pm every Saturday from Queen Mary’s Yard, Inner Circle, Regent’s Park but bikes must be booked prior by contacting West Euston Partnership on 020 7388 7932 or via e mail bikes@westeuston.org , there is currently no charge for Camden residents.The bikes are also used during the week by Swiss Cottage School as part of their sports curriculum, by the Pirate Castle via their Access Adventure programme and the Camden Sports Development Team’s new All Active programme., West Euston Ability Bikes",,,,,,,,,,,,
987,267,Sport- Ruslip Disability multi sport club,"Queensmead Sports Centre,
Victoria Rd, Ruislip HA4 0JE",51.5565088,-0.39029359999995,,http://www.hillingdon.gov.uk/article/31489/Disability-multi-sport-club,,,,,,,,,,,,,,HA4 0JE,,,,,,,"A fun multi sports community club for young people with special needs.
Sports include trampolining, football, volleyball, table tennis and boccia.
Parents or carers are welcome.
Siblings are welcome. Saturday sessions at South Ruislip Kurling, 1.45pm to 3.15pm for ages 8 to 19 years, £3 per session.","A fun multi sports community club for young people with special needs. Sports include trampolining, football, volleyball, table tennis and boccia.
Please bring a parent or carer with you.
Siblings welcome.
Saturday session, South Ruislip Kurling
Every Saturday 1.45pm to 3.15pm
Ages 8 to 19 years
Cost: £3 per session
Queensmead Sports Centre
Victoria Rd, Ruislip HA4 0JE,
Contact the Wellbeing Team for more information
http://www.hillingdon.gov.uk/article/31489/Disability-multi-sport-club, Disability multi sport club",,,,,,,,,,,,
988,268,"Sport -Sidcup 
Gymnastics Club
 Hurstmere School","Hurst Road,
Sidcup,
Kent, DA15 9AW",51.4387,0.114399999999932,,www.falconspartak.com,07967 346060,,,,,,,,,,,,,DA15 9AW,,,,,,,"Falcon Spartak Gymnastics Club offers inclusive gymnastics sessions for children with various impairments including Amputee, Learning Disabilities, and Visual Impairment. Sessions are held on Wednesdays, Thursdays, and Saturdays. All new gymnasts are allowed 3 taster sessions before joining the club.
-Inclusive sessions for children with disabilities.
-Sessions held on Wednesdays, Thursdays, and Saturdays.
-Disabilities catered for: Amputee, Learning Disabilities, Visual Impairment.","Hurstmere School, Hurst Road,
Sidcup,
Kent,
Kent,
DA15 9AW
Telephone Number
07967 346060
Email Address
kay.salter@btopenworld.com
Websites
www.falconspartak.com
Inclusive sessions include disabled participants, ensuring that additional help and support is provided when and if required. Dedicated sessions follow the inclusive gym class but allowing for 1:1 coach support work where it is required. Use of special adapted equipment as well as mainstream gymnastics equipment is used to enable all ability levels to participate and access gymnastics. Falcon Spartak allow carers and parents to assist in the gym. They can leave as and when they are happy to. Gymnasts can also be given a buddy to work with. All new gymnasts are allowed 3 taster sessions before the final decision is taken to join the club. this allows the gymnast and parent/carers time to decide if they like the club. Disabled Gymnasts have the opportunity to compete in regional and club competitions, displays, GymFusion, Disability National events in Rhythmic, Artistic and Trampolining. All coaches in the club have taken the disability add-on module (3 club coaches, 1 assistant coach, 1 trampoline coach and 1 senior club coach in Rhythmic) Club competitions take place before Christmas. The club also celebrates its 40th birthday in 2013 so there will be events to celebrate this. All events held at the club are fully inclusive and gymnasts from dedicated sessions are also encouraged to attend.
Sports Offered
Gymnastics
Impairments catered for
Amputee, Learning Disabilities, Visual Impairment.
When do we meet
Wednesday 6.30pm to 8.30pm, Thursday 6.30 to 8.30pm, Saturday 12.30pm to 2.30pm, Falcon Spartak Gymnastics Club",,,,,,,,,,,,
989,269,Sport -Shene Fitness Centre Richmond,"Park Avenue,
East Sheen,
London (South West),
SW14 8RG",51.462797,-0.260055999999963,,,020 8878 7578,,,,,,,,,,,,,SW14 8RG,,,,,,,"Shene Sports and Fitness Centre offers sporting opportunities and fitness equipment to the local community.
-Various sports including gym, disabled football, basketball, badminton, tennis, volleyball, trampolining, fencing, gymnastics and martial arts.
-Accredited as a member of the Inclusive Fitness Initiative with Provisional Member Status.
-Equipment and classes available to those with disabilities, including wheelchair users and those with limited mobility.","Shene Sports and Fitness Centre
Objectives
To ensure the availability of sporting opportunities and fitness equipment to all members of the local community.
Park Avenue, East Sheen, London (South West), SW14 8RG
CONTACT:
Tel: 020 8878 7578
Fax: 020 8878 9395
Email: leisure@richmond.gov.uk, Offering various sports for members of the local community, including a gym, disabled football, basketball, badminton, tennis, volleyball, trampolining, fencing, gymnastics and various martial arts. They have been accredited as a member of the Inclusive Fitness Initiative with Provisional Member Status and have a range of equipment and classes available to those with disabilities, including those in wheelchairs and with limited mobility.",,,,,,,,,,,,
990,270,"Sports - Slough 
Multi Sports Disability Club 
Burnham","Burnham Park E-ACT Academy,
Opendale Road,
Burnham SL1 7LY",51.5280043,-0.662443800000005,,https://www.burnhamsportsandactivities.org.uk/business-directory/1570/burnham-multi-sports-disability-club-2/,01895 837348,,,,,,,,,,,,,SL1 7LY,,,,,,,"Weekly multi-sports disability club for 11 to 17 year olds at Burnham Park E-ACT Academy.
-Adapted ball games for young people with disabilities, including wheelchair users.
-Held on Wednesdays during term time.
-Located at Burnham Park E-ACT Academy.","Meeting Times or Details:
Wednesday 4.30 – 6pm Term time only. Phone before attending for first time.
https://www.burnhamsportsandactivities.org.uk/business-directory/1570/burnham-multi-sports-disability-club-2/
Address:
Burnham Park E-ACT Academy,
Opendale Road,
Burnham SL1 7LY
Contact Name: South Bucks District Council
Tel: 01895 837348, Sports club for 11 to 17 year olds. It has a variety of ball games, all adapted for young people with disabilities, including wheelchair users.",,,,,,,,,,,,
991,271,"Sport -Slough Starfish Swimming Club
Magnet Leisure Centre 
Maidenhead",,51.5252302,-0.7184019,,http://starfish-swimming.org.uk,,,,,,,,,,,,,,,,,,,,,"Starfish Swimming Club is a competitive swimming club for children and adults with learning difficulties.
-Aim to improve swimming capability and realise full potential as a swimmer.
-Develop teamwork, self discipline, self-esteem and sportmanship.
-Safe and caring environment.","http://starfish-swimming.org.uk/, Starfish Swimming Club is a competitive swimming club and we aim to give children and adults with learning difficulties the opportunity to improve their swimming capability and to realise their full potential as a swimmer, whilst developing a strong sense of teamwork, self discipline, self-esteem and sportmanship in a safe and caring environment.",,,,,,,,,,,,
992,272,Sport -Southwark Disability Football,"Geraldine Mary Hamsworth sports facility,
SE1 6ER",51.4958502,-0.104686000000015,,,020 7525 1596,,,,,,,,,,,,,SE1 6ER,,,,,,,"Free Disability Football for anyone with a disability.
Every Monday 1300hrs to 1400hrs at Geraldine Mary Hamsworth sports facility.
Contact Southwark Disablement Association for more information.
Contact: Ali Arab - 020 7525 1596 or ali@sdail.org","Age Range: 18+
The Service:
Free Disability Football
Every Monday 1300hrs to 1400hrs
Who is the service for?
Anyone with a disability
How can I access this service?
Contact Southwark Disablement Association
Contact: Ali Arab - 020 7525 1596 or ali@sdail.org
Mondays 1-2pm
Geraldine Mary Hamsworth sports facility,
How is this service funded?
Sports England
Do you need to pay for this service?
No, St Georges Road, SE1 6ER",,,,,,,,,,,,
